name,height,weight,reach,stance,wins,losses,draws
Eddie Gordon,"6' 0""",185 lbs.,"76.0""",Orthodox,8,4,0
Jared Gordon,"5' 9""",155 lbs.,"68.0""",Orthodox,20,7,0
Tebaris Gordon,"6' 1""",265 lbs.,--,Orthodox,3,1,0
Malcolm Gordon,"5' 7""",125 lbs.,"71.0""",Switch,14,8,0
Tresean Gore,"6' 0""",185 lbs.,"75.0""",Switch,6,2,0
Alex Gorgees,"6' 2""",155 lbs.,"74.0""",Switch,6,1,0
Themba Gorimbo,"6' 1""",170 lbs.,"77.0""",Orthodox,14,5,0
Tim Gorman,"5' 5""",135 lbs.,--,Southpaw,9,4,0
Chase Gormley,"6' 3""",265 lbs.,--,Orthodox,14,6,0
Jonathan Goulet,"6' 0""",170 lbs.,"73.0""",Orthodox,23,12,0
Thibault Gouti,"5' 10""",155 lbs.,"72.0""",Orthodox,12,5,0
Wilson Gouveia,"6' 1""",185 lbs.,"76.0""",Orthodox,14,8,0
Todd Gouwenberg,"6' 1""",205 lbs.,--,Orthodox,9,5,0
Hugo Govea,--,--,--,,0,1,0
Justin Governale,--,145 lbs.,--,,5,5,0
Damian Grabowski,"6' 1""",241 lbs.,"75.0""",Orthodox,20,5,0
Patryk Grabowski,--,205 lbs.,--,,5,1,0
Royce Gracie,"6' 1""",175 lbs.,--,Southpaw,15,2,3
Crosley Gracie,"5' 9""",190 lbs.,--,Orthodox,2,2,0
Daniel Gracie,"6' 2""",225 lbs.,--,Orthodox,5,4,1
Ralph Gracie,"5' 9""",183 lbs.,--,Orthodox,6,1,0
Renzo Gracie,"5' 10""",185 lbs.,--,Orthodox,13,7,1
Rickson Gracie,"5' 10""",185 lbs.,--,Switch,11,0,0
Rodrigo Gracie,"6' 0""",183 lbs.,--,Orthodox,6,2,1
Royler Gracie,"5' 8""",150 lbs.,--,Southpaw,5,5,1
Ryan Gracie,"5' 9""",200 lbs.,--,Orthodox,5,2,0
Ralek Gracie,"6' 2""",210 lbs.,--,Orthodox,3,1,0
Rolles Gracie,"6' 4""",242 lbs.,--,Orthodox,8,4,0
Cesar Gracie,"5' 10""",181 lbs.,--,Orthodox,0,1,0
Roger Gracie,"6' 4""",185 lbs.,"79.0""",Orthodox,8,2,0
Igor Gracie,"5' 11""",170 lbs.,--,,5,4,0
Neiman Gracie,"6' 0""",170 lbs.,--,,6,0,0
Kron Gracie,"5' 9""",145 lbs.,"70.0""",Southpaw,5,3,0
Bogdan Grad,"5' 8""",145 lbs.,"70.0""",Orthodox,15,2,0
Steven Graham,"6' 1""",290 lbs.,--,Orthodox,2,1,0
Scott Graham,"6' 4""",185 lbs.,--,Orthodox,3,1,0
Miranda Granger,"5' 7""",115 lbs.,"68.0""",Orthodox,7,3,0
TJ Grant,"5' 10""",155 lbs.,"72.0""",Orthodox,21,5,0
Davey Grant,"5' 8""",135 lbs.,"69.0""",Orthodox,16,7,0
Dwight Grant,"6' 1""",185 lbs.,"76.0""",Switch,11,6,0
Alexa Grasso,"5' 5""",125 lbs.,"66.0""",Orthodox,16,4,1
Tony Gravely,"5' 5""",135 lbs.,"69.0""",Orthodox,23,9,0
Michael Graves,"5' 10""",170 lbs.,"71.0""",Orthodox,6,0,1
Shelton Graves,"6' 2""",255 lbs.,"76.0""",Southpaw,7,3,0
James Gray,"5' 9""",135 lbs.,--,Orthodox,4,1,0
Kevin Gray,"5' 4""",125 lbs.,"67.0""",Orthodox,9,4,0
Sam Greco,"6' 2""",205 lbs.,--,Orthodox,3,1,1
King Green,"5' 10""",155 lbs.,"71.0""",Orthodox,32,17,1
Desmond Green,"5' 10""",155 lbs.,"73.0""",Southpaw,23,8,0
Gabe Green,"5' 10""",155 lbs.,"73.0""",Switch,11,5,0
Maurice Greene,"6' 7""",258 lbs.,"80.0""",Orthodox,9,7,0
Matt Grice,"5' 8""",145 lbs.,"70.0""",Orthodox,15,5,0
Forrest Griffin,"6' 3""",205 lbs.,"77.0""",Orthodox,19,7,0
Tyson Griffin,"5' 6""",145 lbs.,"68.0""",Orthodox,16,8,0
Max Griffin,"5' 11""",170 lbs.,"76.0""",Orthodox,20,11,0
Jordan Griffin,"5' 10""",145 lbs.,"73.0""",Southpaw,18,9,0
Chad Griggs,"6' 1""",205 lbs.,"73.0""",Orthodox,11,3,0
Charalampos Grigoriou,"5' 7""",135 lbs.,"67.0""",Orthodox,8,5,0
Chuck Grigsby,"6' 6""",205 lbs.,--,Orthodox,23,10,0
Rodrigo Gripp de Sousa,"5' 11""",205 lbs.,--,Orthodox,7,9,0
Maxim Grishin,"6' 3""",205 lbs.,"78.0""",Orthodox,32,10,2
Josh Grispi,"5' 11""",145 lbs.,"74.0""",Orthodox,14,5,0
Garrett Gross,"5' 9""",155 lbs.,--,Orthodox,11,7,0
Kendall Grove,"6' 6""",185 lbs.,"79.0""",Orthodox,23,17,0
Neil Grove,"6' 6""",265 lbs.,--,Orthodox,12,8,1
Chris Gruetzemacher,"5' 8""",155 lbs.,"68.0""",Orthodox,15,5,0
Vik Grujic,"5' 11""",170 lbs.,"73.0""",Orthodox,6,6,0
Mike Grundy,"5' 7""",145 lbs.,"72.0""",Orthodox,12,4,0
Wang Guan,"5' 9""",145 lbs.,"71.0""",Orthodox,20,1,1
Nandor Guelmino,"6' 3""",230 lbs.,--,,11,5,1
Fabricio Guerreiro,"5' 10""",145 lbs.,--,,21,5,0
Rainn Guerrero,"5' 6""",125 lbs.,"65.0""",Orthodox,5,2,0
Shannon Gugerty,"5' 10""",155 lbs.,"71.0""",Orthodox,15,7,0
Clay Guida,"5' 7""",155 lbs.,"70.0""",Orthodox,38,22,0
Jason Guida,"5' 10""",214 lbs.,--,,19,28,0
Melvin Guillard,"5' 9""",155 lbs.,"71.0""",Orthodox,32,18,2
Chris Guillen,"6' 0""",240 lbs.,--,Orthodox,13,16,0
Marcelo Guimaraes,"6' 0""",185 lbs.,"73.0""",Orthodox,9,2,1
Leonardo Guimaraes,"6' 0""",185 lbs.,--,Orthodox,11,5,0
Brad Gumm,"5' 11""",170 lbs.,--,Orthodox,10,6,1
John Gunderson,"5' 9""",155 lbs.,"69.0""",Orthodox,35,16,2
John Gunther,"5' 9""",155 lbs.,"72.0""",Orthodox,5,1,0
Jorge Gurgel,"5' 7""",155 lbs.,"69.0""",Orthodox,14,10,0
Fabio Gurgel,"6' 0""",205 lbs.,--,Orthodox,3,2,0
Luis Gurule,"5' 5""",125 lbs.,"64.0""",Orthodox,10,0,0
Bogdan Guskov,"6' 3""",205 lbs.,"76.0""",Orthodox,17,3,0
Gugun Gusman,"5' 7""",135 lbs.,"68.0""",Orthodox,8,4,0
Andre Gusmao,"6' 0""",205 lbs.,--,Orthodox,6,3,0
Alexander Gustafsson,"6' 5""",205 lbs.,"79.0""",Orthodox,18,8,0
Andreas Gustafsson,"6' 1""",170 lbs.,"73.0""",Orthodox,11,2,0
Justin Guthrie,"6' 1""",170 lbs.,--,,18,9,0
Horacio Gutierrez,"5' 10""",145 lbs.,--,,4,3,0
Chris Gutierrez,"5' 9""",135 lbs.,"67.0""",Orthodox,21,6,2
Mando Gutierrez,"5' 6""",135 lbs.,"70.0""",Southpaw,7,2,0
Mike Guymon,"6' 0""",170 lbs.,"74.0""",Orthodox,15,6,1
Chelsea Hackett,"5' 4""",125 lbs.,"66.0""",Switch,3,1,1
Keith Hackney,"5' 11""",200 lbs.,--,Sideways,2,2,0
Cody Haddon,"5' 7""",135 lbs.,"69.0""",Orthodox,8,1,0
Jake Hadley,"5' 7""",135 lbs.,"70.0""",Southpaw,11,4,0
Steve Hadsel,"5' 8""",170 lbs.,--,,3,0,0
Damir Hadzovic,"5' 9""",155 lbs.,"70.0""",Orthodox,14,8,0
Bassil Hafez,"5' 11""",170 lbs.,"72.0""",Orthodox,9,4,1
Tim Hague,"6' 4""",260 lbs.,"76.0""",Orthodox,21,13,0
Yazan Hajeh,"5' 9""",145 lbs.,--,Orthodox,6,1,0
Stoney Hale,"6' 0""",--,--,,5,3,0
Kevin Haley,"6' 2""",205 lbs.,--,,6,4,0
Mark Hall,"6' 0""",190 lbs.,--,Orthodox,5,6,0
Uriah Hall,"6' 0""",185 lbs.,"79.0""",Orthodox,18,11,0
Ryan Hall,"5' 10""",145 lbs.,"70.0""",Southpaw,9,2,0
Dennis Hallman,"5' 9""",155 lbs.,"72.0""",Orthodox,53,20,2
Piotr Hallmann,"5' 9""",155 lbs.,"71.0""",Orthodox,18,6,0
Tony Halme,"6' 3""",300 lbs.,--,Orthodox,0,4,0
Brandon Halsey,"6' 0""",185 lbs.,--,,9,3,0
John Halverson,"5' 9""",155 lbs.,--,Southpaw,16,8,0
Seo Hee Ham,"5' 2""",115 lbs.,"62.0""",Southpaw,17,8,0
Frank Hamaker,--,--,--,,1,0,0
Kazuhiro Hamanaka,"6' 0""",185 lbs.,--,Southpaw,5,7,1
Rami Hamed,"6' 1""",170 lbs.,"71.0""",Orthodox,13,3,0
Matt Hamill,"6' 1""",205 lbs.,"76.0""",Orthodox,12,8,0
Jeremy Hamilton,--,185 lbs.,--,,9,2,0
Anthony Hamilton,"6' 5""",260 lbs.,"76.0""",Orthodox,15,9,0
CJ Hamilton,"5' 7""",125 lbs.,"68.0""",Switch,11,4,0
Jared Hamman,"6' 3""",185 lbs.,"75.0""",Orthodox,14,6,0
James Hammortree,"6' 3""",185 lbs.,--,Orthodox,6,3,0
Dean Hancock,--,155 lbs.,--,,2,1,0
Chad Hanekom,"6' 4""",185 lbs.,"74.0""",Orthodox,9,3,0
Joachim Hansen,"5' 7""",150 lbs.,--,Southpaw,23,14,1
Kay Hansen,"5' 2""",115 lbs.,"63.0""",Orthodox,7,6,0
Nasrat Haqparast,"5' 10""",155 lbs.,"72.0""",Southpaw,18,5,0
Shin Haraguchi,"5' 5""",145 lbs.,"68.0""",Switch,8,2,0
Janay Harding,--,135 lbs.,--,,2,3,0
Antoni Hardonk,"6' 4""",245 lbs.,"78.0""",Orthodox,8,6,0
George Hardwick,"5' 10""",155 lbs.,"72.0""",Orthodox,12,2,0
Dan Hardy,"6' 0""",170 lbs.,"74.0""",Orthodox,25,10,0
Veronica Hardy,"5' 4""",125 lbs.,"64.0""",Southpaw,9,5,1
Greg Hardy,"6' 5""",265 lbs.,"80.0""",Orthodox,7,5,0
Tobias Harila,--,--,--,,12,3,0
Baru Harn,--,265 lbs.,--,,1,2,0
Scott Harper,"6' 0""",185 lbs.,--,Orthodox,12,7,0
Josiah Harrell,"5' 7""",170 lbs.,"68.0""",Southpaw,7,0,0
Gerry Harris,"6' 8""",270 lbs.,--,Orthodox,1,4,0
Gerald Harris,"5' 11""",185 lbs.,"77.0""",Southpaw,23,5,0
Phil Harris,"5' 4""",125 lbs.,"65.0""",Orthodox,22,12,0
Walt Harris,"6' 5""",250 lbs.,"77.0""",Southpaw,13,10,0
Dhafir Harris,--,257 lbs.,--,,2,0,0
Trevor Harris,"5' 6""",145 lbs.,--,,2,2,0
Carlston Harris,"6' 0""",170 lbs.,"76.0""",Orthodox,19,7,0
Kayla Harrison,"5' 8""",135 lbs.,"66.0""",Southpaw,18,1,0
Collin Hart,"6' 1""",185 lbs.,--,Orthodox,6,3,1
Joey Hart,"6' 3""",170 lbs.,"79.0""",Orthodox,6,2,0
Dale Hartt,"5' 10""",155 lbs.,"69.0""",Orthodox,6,3,0
Luke Hartwig,--,--,--,,0,1,0
Clay Harvison,"6' 1""",170 lbs.,"74.0""",Orthodox,13,6,0
Hidehiko Hasegawa,"5' 9""",170 lbs.,--,,19,20,6
Chris Haseman,"5' 11""",205 lbs.,--,Orthodox,20,17,0
Takayo Hashi,"5' 4""",135 lbs.,--,Orthodox,15,6,1
Tomohiko Hashimoto,"6' 0""",250 lbs.,--,Orthodox,1,4,0
Justin Haskins,"5' 10""",170 lbs.,--,Orthodox,7,6,0
Hayder Hassan,"5' 10""",170 lbs.,--,,6,3,0
Ahmad Hassanzada,"6' 1""",155 lbs.,"75.0""",Orthodox,12,3,0
Daiki Hata,"5' 6""",139 lbs.,--,Orthodox,17,11,7
John Hathaway,"6' 1""",170 lbs.,"75.0""",Orthodox,17,2,0
Phil Hawes,"6' 0""",185 lbs.,"77.0""",Orthodox,12,6,0
Justin Hawes,"5' 11""",205 lbs.,--,,6,9,0
Chris Hawk,"6' 1""",205 lbs.,--,,5,10,0
Del Hawkins,"5' 5""",135 lbs.,--,Orthodox,22,17,0
Tommy Hayden,"5' 9""",145 lbs.,--,Southpaw,11,3,0
Mike Hayes,"6' 4""",230 lbs.,--,Orthodox,20,12,2
Ryan Hayes,--,--,--,,7,6,0
Gerric Hayes,"5' 10""",--,--,,8,11,0
Josh Haynes,"5' 9""",170 lbs.,--,Orthodox,14,11,0
Dustin Hazelett,"6' 1""",170 lbs.,"76.0""",Orthodox,12,7,0
James Head,"6' 1""",170 lbs.,"73.0""",Orthodox,9,4,0
Pat Healy,"6' 0""",155 lbs.,"72.0""",Orthodox,34,23,0
Ryan Healy,"6' 1""",155 lbs.,--,Orthodox,25,14,1
Spencer Hearns,"5' 11""",185 lbs.,--,,1,0,0
David Heath,"5' 11""",205 lbs.,"72.0""",Orthodox,18,7,0
Chris Heatherly,"5' 9""",155 lbs.,--,Orthodox,9,4,0
Jake Hecht,"6' 0""",170 lbs.,"73.0""",Orthodox,11,4,0
Nick Hein,"5' 6""",155 lbs.,"66.0""",Southpaw,14,5,0
Ian Heinisch,"5' 11""",185 lbs.,"72.0""",Orthodox,14,5,0
Marcin Held,"5' 9""",155 lbs.,"71.0""",Orthodox,23,7,0
Delson Heleno,"5' 11""",185 lbs.,--,Orthodox,29,10,0
Matt Helm,--,155 lbs.,--,,1,1,0
Elisha Helsper,"5' 6""",135 lbs.,--,Orthodox,0,4,0
Dan Henderson,"5' 11""",185 lbs.,"74.0""",Orthodox,32,15,0
Benson Henderson,"5' 9""",170 lbs.,"70.0""",Southpaw,24,7,0
Ron Henderson,"5' 10""",125 lbs.,--,,4,3,0
Josh Hendricks,"6' 2""",235 lbs.,--,Southpaw,19,11,0
Johny Hendricks,"5' 9""",185 lbs.,"69.0""",Southpaw,18,8,0
Cory Hendricks,"6' 3""",205 lbs.,--,Switch,3,1,0
Luis Henrique,"6' 2""",243 lbs.,"74.0""",Orthodox,10,5,0
Jose Henrique,"6' 3""",170 lbs.,"79.0""",Orthodox,5,1,0
Diego Henrique da Silva,"6' 2""",185 lbs.,--,Orthodox,8,4,0
Danny Henry,"6' 0""",145 lbs.,"73.0""",Orthodox,12,4,0
Victor Henry,"5' 7""",135 lbs.,"68.0""",Switch,24,7,0
TJ Hepburn,"5' 7""",155 lbs.,--,,4,2,0
Jai Herbert,"6' 1""",155 lbs.,"77.0""",Orthodox,13,6,1
Ed Herman,"6' 1""",205 lbs.,"77.0""",Orthodox,27,16,0
Dave Herman,"6' 4""",242 lbs.,"77.0""",Orthodox,22,6,0
Jack Hermansson,"6' 1""",185 lbs.,"77.0""",Orthodox,24,8,0
Noe Hernandez,--,--,--,Orthodox,5,5,0
Joe Hernandez,--,--,--,,0,1,0
Ramiro Hernandez,"5' 9""",135 lbs.,--,Orthodox,19,9,0
Alexander Hernandez,"5' 9""",155 lbs.,"72.0""",Orthodox,16,8,0
Anthony Hernandez,"6' 0""",185 lbs.,"75.0""",Orthodox,14,2,0
Nohelin Hernandez,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,0
Carlos Hernandez,"5' 8""",125 lbs.,"67.0""",Orthodox,10,4,0
Leslie Hernandez,"5' 3""",115 lbs.,"64.0""",Orthodox,4,2,0
Paul Herrera,"5' 10""",185 lbs.,--,Orthodox,1,1,0
Chris Herrera,"5' 10""",185 lbs.,--,,3,2,1
Geane Herrera,"5' 5""",125 lbs.,"66.0""",Orthodox,9,3,0
Alvaro Herrera Mendoza,"6' 0""",155 lbs.,"74.0""",Orthodox,9,6,0
Felice Herrig,"5' 4""",115 lbs.,"65.0""",Orthodox,14,10,0
Heath Herring,"6' 4""",250 lbs.,"78.0""",Orthodox,28,16,0
Jon Hess,"6' 7""",295 lbs.,--,,1,1,0
Clint Hester,"6' 2""",205 lbs.,"77.0""",Orthodox,11,6,0
Brandon Hester,"6' 1""",205 lbs.,--,,3,0,0
Jimy Hettes,"5' 9""",145 lbs.,"71.0""",Southpaw,11,3,0
Conor Heun,"5' 10""",155 lbs.,--,Orthodox,9,5,0
Marcus Hicks,"5' 6""",155 lbs.,"64.0""",Southpaw,10,4,0
Jay Hieron,"6' 0""",170 lbs.,"75.0""",Orthodox,23,7,0
Brady Hiestand,"5' 8""",135 lbs.,"71.0""",Orthodox,9,2,0
Lee Higgins,--,155 lbs.,--,,2,1,0
Jason High,"5' 8""",155 lbs.,"73.0""",Southpaw,21,6,0
Richie Hightower,"5' 8""",170 lbs.,--,Orthodox,8,4,0
Alex Higley,"5' 10""",145 lbs.,--,,4,3,0
Corey Hill,"6' 4""",155 lbs.,"80.0""",Orthodox,6,9,0
Isaiah Hill,"5' 10""",155 lbs.,--,,5,7,1
Angela Hill,"5' 3""",115 lbs.,"64.0""",Orthodox,18,14,0
Tyler Hill,"6' 3""",170 lbs.,--,Switch,8,2,0
Jamahal Hill,"6' 4""",205 lbs.,"79.0""",Southpaw,12,3,0
Kailan Hill,"6' 1""",185 lbs.,"77.0""",Southpaw,4,1,0
Branden Lee Hinkle,"6' 3""",235 lbs.,--,Orthodox,17,11,0
Hatsu Hioki,"5' 11""",145 lbs.,"73.0""",Orthodox,29,10,2
Alan Hiro,"5' 5""",135 lbs.,--,Orthodox,14,5,4
Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70.0""",Orthodox,23,9,0
Mizuto Hirota,"5' 7""",155 lbs.,"67.0""",Orthodox,18,10,2
Yuji Hisamatsu,"5' 10""",185 lbs.,--,,16,22,6
An Tuan Ho,"5' 6""",125 lbs.,"66.0""",Switch,6,1,0
Kwan Ho Kwak,"5' 5""",135 lbs.,--,Switch,9,2,0
Matt Hobar,"5' 10""",135 lbs.,"70.0""",Southpaw,9,3,0
Bobby Hoffman,"6' 2""",245 lbs.,--,Orthodox,36,10,1
Chris Hofmann,"6' 0""",170 lbs.,"72.0""",Orthodox,9,2,0
Sam Hoger,"6' 2""",205 lbs.,--,Orthodox,10,4,0
Andrew Holbrook,"5' 11""",155 lbs.,"70.0""",Southpaw,12,3,0
Sean Holden,"5' 10""",170 lbs.,--,,5,2,0
Chris Holdsworth,"5' 11""",135 lbs.,--,,6,0,0
Kevin Holland,"6' 3""",170 lbs.,"81.0""",Orthodox,27,13,0
Roger Hollett,"5' 11""",205 lbs.,--,Orthodox,13,5,0
Max Holloway,"5' 11""",145 lbs.,"69.0""",Orthodox,26,8,0
Gabrielle Holloway,"5' 3""",145 lbs.,--,,6,5,0
Jeremie Holloway,"6' 0""",170 lbs.,--,,8,3,0
Holly Holm,"5' 8""",135 lbs.,"69.0""",Southpaw,15,7,0
Rex Holman,"6' 3""",205 lbs.,--,Southpaw,4,2,0
Joseph Holmes,"6' 4""",185 lbs.,"80.0""",Orthodox,8,4,0
Kurt Holobaugh,"5' 11""",155 lbs.,"70.0""",Orthodox,22,9,0
Paddy Holohan,"5' 10""",125 lbs.,"69.0""",Orthodox,12,2,1
Ben Holscher,"5' 11""",155 lbs.,--,,4,0,0
Mark Holst,"6' 0""",155 lbs.,--,Orthodox,12,6,0
Scott Holtzman,"5' 9""",155 lbs.,"69.0""",Orthodox,14,6,0
Sabah Homasi,"6' 0""",170 lbs.,"72.0""",Orthodox,11,8,0
Mark Hominick,"5' 8""",145 lbs.,"68.0""",Orthodox,20,12,0
Barb Honchak,"5' 4""",125 lbs.,"65.0""",Orthodox,10,4,0
Chris Honeycutt,"5' 10""",170 lbs.,"73.0""",,9,1,0
JunYoung Hong,"5' 9""",145 lbs.,"69.0""",Orthodox,13,8,1
SeongChan Hong,"5' 7""",155 lbs.,"69.0""",Orthodox,9,2,0
Satoshi Honma,"6' 1""",205 lbs.,--,Orthodox,4,6,3
David Hood,"6' 0""",200 lbs.,--,,1,3,0
Lorenzo Hood,"6' 3""",265 lbs.,"80.0""",Southpaw,14,5,0
Dan Hooker,"6' 0""",155 lbs.,"75.0""",Switch,24,12,0
Chase Hooper,"6' 1""",155 lbs.,"74.0""",Southpaw,15,3,1
Darrell Horcher,"5' 10""",155 lbs.,"70.0""",Southpaw,13,4,0
Moti Horenstein,"6' 4""",230 lbs.,--,Orthodox,1,6,0
Yoshinori Horie,"5' 8""",145 lbs.,"70.0""",Orthodox,8,2,0
Kyoji Horiguchi,"5' 5""",125 lbs.,"66.0""",Orthodox,19,2,0
Yuma Horiuchi,"5' 6""",125 lbs.,"67.0""",Switch,9,5,0
Jeremy Horn,"6' 1""",185 lbs.,"74.0""",Orthodox,91,22,5
Matt Horning,"5' 4""",125 lbs.,--,,20,25,0
Chris Horodecki,"5' 9""",155 lbs.,"69.0""",Orthodox,21,7,1
Jamey-Lyn Horth,"5' 7""",125 lbs.,"66.0""",Orthodox,7,2,0
Matt Horwich,"6' 1""",185 lbs.,--,Orthodox,30,25,1
John Hosman,"5' 10""",135 lbs.,--,Southpaw,18,8,1
Saeed Hosseini,--,--,--,,0,1,0
Jeff Hougland,"5' 7""",135 lbs.,"68.0""",Orthodox,10,6,0
Trey Houston,"5' 11""",185 lbs.,--,,11,4,0
Jamie Houston,--,185 lbs.,--,,3,0,0
Brian Houston,"6' 2""",185 lbs.,--,Orthodox,4,6,0
Harold Howard,"6' 2""",240 lbs.,--,Orthodox,1,3,0
John Howard,"5' 7""",170 lbs.,"72.0""",Orthodox,24,13,0
Shane Howell,"5' 8""",125 lbs.,--,Orthodox,13,10,0
Hu Yaozong,"6' 3""",185 lbs.,"72.0""",Orthodox,3,3,0
Carlos Huachin,"5' 4""",135 lbs.,"67.0""",Southpaw,10,5,1
Brady Huang,"5' 9""",135 lbs.,"69.0""",Orthodox,11,2,0
Yuele Huang,--,145 lbs.,--,,13,0,0
Huang Feier,"5' 5""",115 lbs.,"65.0""",Orthodox,14,8,0
Austin Hubbard,"5' 10""",155 lbs.,"71.0""",Orthodox,17,9,0
Collin Huckbody,"6' 3""",185 lbs.,"76.0""",Orthodox,8,2,0
Alex Huddleston,"6' 7""",254 lbs.,--,,6,2,0
Roger Huerta,"5' 9""",155 lbs.,"70.0""",Orthodox,23,9,1
Casey Huffman,"6' 3""",185 lbs.,--,,3,1,0
Matt Hughes,"5' 9""",170 lbs.,"73.0""",Switch,45,9,0
Mark Hughes,"5' 9""",205 lbs.,--,Southpaw,6,2,0
Jeff Hughes,"6' 2""",250 lbs.,"77.0""",Orthodox,10,4,0
Sam Hughes,"5' 5""",115 lbs.,"64.0""",Orthodox,10,6,0
Victor Hugo,"5' 7""",135 lbs.,"71.0""",Orthodox,25,5,0
David Hulett,"5' 10""",170 lbs.,--,,22,10,0
Dominik Humburger,--,185 lbs.,--,,8,1,0
Bryan Humes,--,265 lbs.,--,,6,2,0
Abongo Humphrey,"5' 11""",205 lbs.,--,Orthodox,7,3,0
Harry Hunsucker,"6' 2""",205 lbs.,"75.0""",Orthodox,7,6,0
Mark Hunt,"5' 10""",265 lbs.,"72.0""",Orthodox,13,14,1
Alex Hunter,"5' 9""",226 lbs.,--,Orthodox,2,0,0
Adam Hunter,"6' 1""",185 lbs.,--,Orthodox,7,1,0
Joe Hurley,"5' 8""",155 lbs.,--,,12,5,0
Solomon Hutcherson,"5' 11""",185 lbs.,--,Southpaw,11,7,0
Young Hwang,"5' 9""",135 lbs.,--,,8,5,0
Al Iaquinta,"5' 10""",155 lbs.,"70.0""",Orthodox,14,7,1
Khadis Ibragimov,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,0
Minoki Ichihara,"5' 7""",178 lbs.,--,Orthodox,0,1,0
Dan Ige,"5' 7""",145 lbs.,"71.0""",Orthodox,18,9,0
Valeri Ignatov,"5' 9""",170 lbs.,--,Orthodox,1,2,0
Sergey Ignatov,"5' 9""",210 lbs.,--,Orthodox,0,1,0
Fabiano Iha,"5' 8""",155 lbs.,--,Orthodox,9,5,0
Seichi Ikemoto,"5' 11""",168 lbs.,--,Orthodox,21,19,5
Mikhail Iloukhine,"5' 9""",205 lbs.,--,Orthodox,30,11,1
Zelim Imadaev,"6' 0""",170 lbs.,"76.0""",Orthodox,8,3,0
Yusuke Imamura,"5' 8""",220 lbs.,--,Orthodox,2,6,0
Masakazu Imanari,"5' 4""",139 lbs.,--,Southpaw,36,16,2
Nassourdine Imavov,"6' 3""",185 lbs.,"75.0""",Orthodox,16,4,0
Brad Imes,"6' 7""",265 lbs.,--,Orthodox,13,7,0
Michael Imperato,"5' 7""",135 lbs.,"66.0""",Switch,12,7,0
Chris Indich,"5' 10""",170 lbs.,--,,6,4,0
Chris Inman,--,--,--,,1,0,0
Guto Inocente,"6' 3""",205 lbs.,--,Orthodox,7,4,0
Enson Inoue,"5' 10""",210 lbs.,--,Orthodox,12,8,0
Egan Inoue,"5' 9""",190 lbs.,--,Southpaw,13,8,0
Katsuya Inoue,"5' 9""",168 lbs.,--,Southpaw,19,9,4
Takeshi Inoue,"5' 8""",145 lbs.,--,,23,10,0
Naoki Inoue,"5' 9""",125 lbs.,"71.0""",Orthodox,11,1,0
Jorge Interiano,"6' 1""",205 lbs.,--,,4,3,0
Jason Ireland,"5' 9""",161 lbs.,--,Southpaw,19,9,1
James Irvin,"6' 2""",205 lbs.,"75.0""",Orthodox,17,10,0
Eric Irvin,"5' 8""",155 lbs.,--,,11,4,0
Issa Isakov,"5' 9""",155 lbs.,"70.0""",Orthodox,10,3,0
Mitsuhiro Ishida,"5' 6""",154 lbs.,--,Southpaw,20,8,1
Teruto Ishihara,"5' 7""",135 lbs.,"69.0""",Southpaw,10,7,2
Satoshi Ishii,"5' 11""",240 lbs.,--,Orthodox,15,8,1
Yuki Ishikawa,"5' 11""",205 lbs.,--,Orthodox,0,2,0
Eiji Ishikawa,"5' 10""",170 lbs.,--,,29,24,3
Tokimitsu Ishizawa,"6' 0""",185 lbs.,--,Orthodox,1,5,1
Damir Ismagulov,"5' 10""",155 lbs.,"74.0""",Orthodox,24,3,0
Wallid Ismail,"5' 7""",205 lbs.,--,Orthodox,9,3,0
Leandro Issa,"5' 7""",135 lbs.,"69.0""",Orthodox,13,6,0
Blagoy Ivanov,"5' 11""",250 lbs.,"73.0""",Southpaw,19,6,0
Anthony Ivy,"6' 2""",185 lbs.,"74.0""",Orthodox,8,4,0
Tomomi Iwama,"5' 3""",155 lbs.,--,Orthodox,9,6,2
Tatsuya Iwasaki,"5' 9""",205 lbs.,--,Orthodox,0,1,0
Taiga Iwasaki,"6' 1""",185 lbs.,"73.0""",Orthodox,9,2,0
Saygid Izagakhmaev,--,170 lbs.,--,,22,2,0
Yoislandy Izquierdo,"5' 11""",155 lbs.,--,Southpaw,10,4,0
Hiroshi Izumi,--,205 lbs.,--,Orthodox,4,2,0
Yves Jabouin,"5' 7""",135 lbs.,"68.0""",Orthodox,20,11,0
Kevin Jackson,"5' 10""",199 lbs.,--,Switch,4,2,0
Eugene Jackson,"5' 8""",185 lbs.,--,Orthodox,15,9,1
Quinton Jackson,"6' 1""",205 lbs.,"73.0""",Orthodox,37,12,0
Jeremy Jackson,"5' 10""",170 lbs.,--,Orthodox,9,5,0
Damon Jackson,"5' 11""",155 lbs.,"71.0""",Switch,23,8,1
Kenyon Jackson,"6' 0""",185 lbs.,--,,4,3,0
Mike Jackson,"6' 2""",170 lbs.,"74.0""",Orthodox,1,2,0
Jason Jackson,"6' 1""",170 lbs.,"78.0""",Orthodox,7,2,0
Montel Jackson,"5' 10""",135 lbs.,"75.0""",Southpaw,14,2,0
Eric Jacob,--,155 lbs.,--,,1,9,0
Richard Jacobi,"6' 4""",260 lbs.,"75.0""",Orthodox,6,1,1
